image,class
dataset/dal/z23iAndalus_33 size.jpg,dal
dataset/dal/z23iAndalus_34 size.jpg,dal
dataset/dal/z23Typesetting_13 size.jpg,dal
dataset/dal/z23Typesetting_38 size.jpg,dal
dataset/dal/z23Typesetting_39 size.jpg,dal
dataset/dal/z23Typesetting_40 size.jpg,dal
dataset/dal/z23Unicode_25 size.jpg,dal
dataset/dal/z24iAndalus_33 size.jpg,dal
dataset/dal/z24iAndalus_34 size.jpg,dal
dataset/dal/z24Typesetting_38 size.jpg,dal
dataset/dal/z24Typesetting_39 size.jpg,dal
dataset/dal/z24Typesetting_40 size.jpg,dal
dataset/dal/z24Unicode_25 size.jpg,dal
dataset/dal/z25iAndalus_32 size.jpg,dal
dataset/dal/z25iAndalus_33 size.jpg,dal
dataset/dal/z25iAndalus_34 size.jpg,dal
dataset/dal/z25Typesetting_37 size.jpg,dal
dataset/dal/z25Typesetting_38 size.jpg,dal
dataset/dal/z25Typesetting_39 size.jpg,dal
dataset/dal/z26iAndalus_31 size.jpg,dal
dataset/dal/z26iAndalus_32 size.jpg,dal
dataset/dal/z26Typesetting_36 size.jpg,dal
dataset/dal/z26Typesetting_37 size.jpg,dal
dataset/dal/z26Unicode_23 size.jpg,dal
dataset/dal/z27iAndalus_31 size.jpg,dal
dataset/dal/z27iAndalus_32 size.jpg,dal
dataset/dal/z27Typesetting_36 size.jpg,dal
dataset/dal/z27Typesetting_37 size.jpg,dal
dataset/dal/z27Unicode_23 size.jpg,dal
dataset/dal/z28iAndalus_31 size.jpg,dal
dataset/dal/z28iAndalus_32 size.jpg,dal
dataset/dal/z28Typesetting_36 size.jpg,dal
dataset/dal/z28Typesetting_37 size.jpg,dal
dataset/dal/z28Unicode_23 size.jpg,dal
dataset/dal/z29iAndalus_31 size.jpg,dal
dataset/dal/z29Typesetting_35 size.jpg,dal
dataset/dal/z29Typesetting_36 size.jpg,dal
dataset/dal/z29Unicode_22 size.jpg,dal
dataset/dal/z29Unicode_23 size.jpg,dal
dataset/dal/z2iAndalus_18 size.jpg,dal
dataset/dal/z2iAndalus_19 size.jpg,dal
dataset/dal/z2Typesetting_13 size.jpg,dal
dataset/dal/z2Typesetting_20 size.jpg,dal
dataset/dal/z2Typesetting_21 size.jpg,dal
dataset/dal/z2Unicode_13 size.jpg,dal
dataset/dal/z2Unicode_14 size.jpg,dal
dataset/dal/z30Typesetting_34 size.jpg,dal
dataset/dal/z30Typesetting_35 size.jpg,dal
dataset/dal/z30Unicode_22 size.jpg,dal
dataset/dal/z31iAndalus_29 size.jpg,dal
dataset/dal/z31Typesetting_34 size.jpg,dal
dataset/dal/z31Typesetting_35 size.jpg,dal
dataset/dal/z31Unicode_22 size.jpg,dal
dataset/dal/z32iAndalus_29 size.jpg,dal
dataset/dal/z32Typesetting_34 size.jpg,dal
dataset/dal/z32Typesetting_35 size.jpg,dal
dataset/dal/z32Unicode_22 size.jpg,dal
dataset/dal/z33iAndalus_29 size.jpg,dal
dataset/dal/z33Typesetting_33 size.jpg,dal
dataset/dal/z33Typesetting_34 size.jpg,dal
dataset/dal/z33Unicode_21 size.jpg,dal
dataset/dal/z34iAndalus_28 size.jpg,dal
dataset/dal/z34iAndalus_29 size.jpg,dal
dataset/dal/z34Typesetting_33 size.jpg,dal
dataset/dal/z34Unicode_21 size.jpg,dal
dataset/dal/z35iAndalus_27 size.jpg,dal
dataset/dal/z35iAndalus_28 size.jpg,dal
dataset/dal/z35Typesetting_32 size.jpg,dal
dataset/dal/z35Typesetting_33 size.jpg,dal
dataset/dal/z35Unicode_20 size.jpg,dal
dataset/dal/z35Unicode_21 size.jpg,dal
dataset/dal/z36iAndalus_27 size.jpg,dal
dataset/dal/z36iAndalus_28 size.jpg,dal
dataset/dal/z36Typesetting_31 size.jpg,dal
dataset/dal/z36Typesetting_32 size.jpg,dal
dataset/dal/z36Typesetting_33 size.jpg,dal
dataset/dal/z36Unicode_20 size.jpg,dal
dataset/dal/z36Unicode_21 size.jpg,dal
dataset/dal/z37iAndalus_26 size.jpg,dal
dataset/dal/z37iAndalus_27 size.jpg,dal
dataset/dal/z37iAndalus_28 size.jpg,dal
dataset/dal/z37Typesetting_28 size.jpg,dal
dataset/dal/z37Typesetting_31 size.jpg,dal
dataset/dal/z37Typesetting_32 size.jpg,dal
dataset/dal/z37Unicode_20 size.jpg,dal
dataset/dal/z38iAndalus_26 size.jpg,dal
dataset/dal/z38iAndalus_27 size.jpg,dal
dataset/dal/z38Typesetting_28 size.jpg,dal
dataset/dal/z38Typesetting_30 size.jpg,dal
dataset/dal/z38Typesetting_31 size.jpg,dal
dataset/dal/z38Typesetting_32 size.jpg,dal
dataset/dal/z38Unicode_19 size.jpg,dal
dataset/dal/z38Unicode_20 size.jpg,dal
dataset/dal/z39iAndalus_26 size.jpg,dal
dataset/dal/z39Typesetting_28 size.jpg,dal
dataset/dal/z39Typesetting_29 size.jpg,dal
dataset/dal/z39Typesetting_30 size.jpg,dal
dataset/dal/z39Typesetting_31 size.jpg,dal
dataset/dal/z39Unicode_19 size.jpg,dal
dataset/dal/z3iAndalus_18 size.jpg,dal
dataset/dal/z3Typesetting_13 size.jpg,dal
dataset/dal/z3Typesetting_20 size.jpg,dal
dataset/dal/z3Typesetting_21 size.jpg,dal
dataset/dal/z3Unicode_13 size.jpg,dal
dataset/dal/z3Unicode_14 size.jpg,dal
dataset/dal/z40iAndalus_25 size.jpg,dal
dataset/dal/z40iAndalus_26 size.jpg,dal
dataset/dal/z40Typesetting_28 size.jpg,dal
dataset/dal/z40Typesetting_29 size.jpg,dal
dataset/dal/z40Typesetting_30 size.jpg,dal
dataset/dal/z40Unicode_19 size.jpg,dal
dataset/dal/z41iAndalus_25 size.jpg,dal
dataset/dal/z41Typesetting_29 size.jpg,dal
dataset/dal/z41Typesetting_30 size.jpg,dal
dataset/dal/z41Unicode_18 size.jpg,dal
dataset/dal/z41Unicode_19 size.jpg,dal
dataset/dal/z42iAndalus_24 size.jpg,dal
dataset/dal/z42iAndalus_25 size.jpg,dal
dataset/dal/z42Typesetting_29 size.jpg,dal
dataset/dal/z42Unicode_18 size.jpg,dal
dataset/dal/z42Unicode_30 size.jpg,dal
dataset/dal/z43iAndalus_24 size.jpg,dal
dataset/dal/z43iAndalus_25 size.jpg,dal
dataset/dal/z43Unicode_18 size.jpg,dal
dataset/dal/z43Unicode_30 size.jpg,dal
dataset/dal/z44iAndalus_24 size.jpg,dal
dataset/dal/z44Typesetting_27 size.jpg,dal
dataset/dal/z44Unicode_17 size.jpg,dal
dataset/dal/z44Unicode_18 size.jpg,dal
dataset/dal/z44Unicode_30 size.jpg,dal
dataset/dal/z45iAndalus_24 size.jpg,dal
dataset/dal/z45Typesetting_27 size.jpg,dal
dataset/dal/z45Unicode_17 size.jpg,dal
dataset/dal/z45Unicode_29 size.jpg,dal
dataset/dal/z45Unicode_30 size.jpg,dal
dataset/dal/z46Typesetting_27 size.jpg,dal
dataset/dal/z46Unicode_17 size.jpg,dal
dataset/dal/z46Unicode_29 size.jpg,dal
dataset/dal/z46Unicode_30 size.jpg,dal
dataset/dal/z47iAndalus_23 size.jpg,dal
dataset/dal/z47Typesetting_27 size.jpg,dal
dataset/dal/z47Unicode_17 size.jpg,dal
dataset/dal/z47Unicode_27 size.jpg,dal
dataset/dal/z47Unicode_28 size.jpg,dal
dataset/dal/z47Unicode_29 size.jpg,dal
dataset/dal/z47Unicode_30 size.jpg,dal
dataset/dal/z48iAndalus_23 size.jpg,dal
dataset/dal/z48Unicode_16 size.jpg,dal
dataset/dal/z48Unicode_27 size.jpg,dal
dataset/dal/z48Unicode_28 size.jpg,dal
dataset/dal/z48Unicode_30 size.jpg,dal
dataset/dal/z49iAndalus_22 size.jpg,dal
dataset/dal/z49iAndalus_23 size.jpg,dal
dataset/dal/z49Typesetting_25 size.jpg,dal
dataset/dal/z49Typesetting_26 size.jpg,dal
dataset/dal/z49Unicode_16 size.jpg,dal
dataset/dal/z49Unicode_30 size.jpg,dal
dataset/dal/z4iAndalus_17 size.jpg,dal
dataset/dal/z4iAndalus_18 size.jpg,dal
dataset/dal/z4Typesetting_12 size.jpg,dal
dataset/dal/z4Typesetting_13 size.jpg,dal
dataset/dal/z4Typesetting_19 size.jpg,dal
dataset/dal/z4Typesetting_20 size.jpg,dal
dataset/dal/z4Unicode_13 size.jpg,dal
dataset/dal/z4Unicode_14 size.jpg,dal
dataset/dal/z50iAndalus_22 size.jpg,dal
dataset/dal/z50iAndalus_23 size.jpg,dal
dataset/dal/z50Typesetting_25 size.jpg,dal
dataset/dal/z50Typesetting_26 size.jpg,dal
dataset/dal/z50Unicode_16 size.jpg,dal
dataset/dal/z51iAndalus_22 size.jpg,dal
dataset/dal/z51Typesetting_25 size.jpg,dal
dataset/dal/z51Typesetting_26 size.jpg,dal
dataset/dal/z51Unicode_15 size.jpg,dal
dataset/dal/z51Unicode_16 size.jpg,dal
dataset/dal/z52iAndalus_21 size.jpg,dal
dataset/dal/z52iAndalus_22 size.jpg,dal
dataset/dal/z52Typesetting_24 size.jpg,dal
dataset/dal/z52Typesetting_25 size.jpg,dal
dataset/dal/z52Typesetting_26 size.jpg,dal
dataset/dal/z52Unicode_15 size.jpg,dal
dataset/dal/z53iAndalus_21 size.jpg,dal
dataset/dal/z53Typesetting_24 size.jpg,dal
dataset/dal/z53Unicode_15 size.jpg,dal
dataset/dal/z54iAndalus_21 size.jpg,dal
dataset/dal/z54Typesetting_24 size.jpg,dal
dataset/dal/z54Unicode_15 size.jpg,dal
dataset/dal/z55iAndalus_21 size.jpg,dal
dataset/dal/z55Typesetting_24 size.jpg,dal
dataset/dal/z56Typesetting_23 size.jpg,dal
dataset/dal/z57iAndalus_20 size.jpg,dal
dataset/dal/z57Typesetting_23 size.jpg,dal
dataset/dal/z58iAndalus_20 size.jpg,dal
dataset/dal/z58Typesetting_22 size.jpg,dal
dataset/dal/z58Typesetting_23 size.jpg,dal
dataset/dal/z59Typesetting_22 size.jpg,dal
dataset/dal/z5iAndalus_16 size.jpg,dal
dataset/dal/z5iAndalus_17 size.jpg,dal
dataset/dal/z5Typesetting_12 size.jpg,dal
dataset/dal/z5Typesetting_19 size.jpg,dal
dataset/dal/z5Typesetting_20 size.jpg,dal
dataset/dal/z60iAndalus_19 size.jpg,dal
dataset/dal/z6iAndalus_16 size.jpg,dal
dataset/dal/z6Typesetting_12 size.jpg,dal
dataset/dal/z6Typesetting_18 size.jpg,dal
dataset/dal/z6Typesetting_19 size.jpg,dal
dataset/dal/z7iAndalus_16 size.jpg,dal
dataset/dal/z7Typesetting_12 size.jpg,dal
dataset/dal/z7Typesetting_18 size.jpg,dal
dataset/dal/z7Typesetting_19 size.jpg,dal
dataset/dal/z8iAndalus_15 size.jpg,dal
dataset/dal/z8iAndalus_16 size.jpg,dal
dataset/dal/z8Typesetting_18 size.jpg,dal
dataset/dal/z9iAndalus_15 size.jpg,dal
dataset/dal/z9Typesetting_17 size.jpg,dal
dataset/dal/z9Typesetting_18 size.jpg,dal
dataset/faa/iAndalus_30 size90.jpg,faa
dataset/faa/iAndalus_30 size91.jpg,faa
dataset/faa/iAndalus_30 size92.jpg,faa
dataset/faa/iAndalus_30 size93.jpg,faa
dataset/faa/iAndalus_37 size85.jpg,faa
dataset/faa/iAndalus_37 size86.jpg,faa
dataset/faa/iAndalus_37 size87.jpg,faa
dataset/faa/iAndalus_37 size88.jpg,faa
dataset/faa/iAndalus_38 size84.jpg,faa
dataset/faa/iAndalus_38 size85.jpg,faa
dataset/faa/iAndalus_38 size86.jpg,faa
dataset/faa/iAndalus_38 size87.jpg,faa
dataset/faa/iAndalus_39 size79.jpg,faa
dataset/faa/iAndalus_39 size80.jpg,faa
dataset/faa/iAndalus_39 size81.jpg,faa
dataset/faa/iAndalus_39 size82.jpg,faa
dataset/faa/iArial_12 size111.jpg,faa
dataset/faa/iArial_12 size112.jpg,faa
dataset/faa/iArial_12 size113.jpg,faa
dataset/faa/iArial_12 size114.jpg,faa
dataset/faa/iArial_13 size101.jpg,faa
dataset/faa/iArial_13 size102.jpg,faa
dataset/faa/iArial_13 size103.jpg,faa
dataset/faa/iArial_13 size104.jpg,faa
dataset/faa/iArial_14 size87.jpg,faa
dataset/faa/iArial_14 size88.jpg,faa
dataset/faa/iArial_14 size89.jpg,faa
dataset/faa/iArial_14 size90.jpg,faa
dataset/faa/iArial_15 size76.jpg,faa
dataset/faa/iArial_15 size77.jpg,faa
dataset/faa/iArial_15 size78.jpg,faa
dataset/faa/iArial_15 size79.jpg,faa
dataset/faa/iArial_16 size66.jpg,faa
dataset/faa/iArial_16 size67.jpg,faa
dataset/faa/iArial_16 size68.jpg,faa
dataset/faa/iArial_16 size69.jpg,faa
dataset/faa/iArial_17 size110.jpg,faa
dataset/faa/iArial_17 size57.jpg,faa
dataset/faa/iArial_17 size58.jpg,faa
dataset/faa/iArial_17 size59.jpg,faa
dataset/faa/iArial_18 size100.jpg,faa
dataset/faa/iArial_18 size101.jpg,faa
dataset/faa/iArial_18 size102.jpg,faa
dataset/faa/iArial_18 size103.jpg,faa
dataset/faa/iArial_19 size91.jpg,faa
dataset/faa/iArial_19 size92.jpg,faa
dataset/faa/iArial_19 size93.jpg,faa
dataset/faa/iArial_19 size94.jpg,faa
dataset/faa/iArial_20 size80.jpg,faa
dataset/faa/iArial_20 size81.jpg,faa
dataset/faa/iArial_20 size82.jpg,faa
dataset/faa/iArial_20 size83.jpg,faa
dataset/faa/iArial_21 size72.jpg,faa
dataset/faa/iArial_21 size73.jpg,faa
dataset/faa/iArial_21 size74.jpg,faa
dataset/faa/iArial_21 size75.jpg,faa
dataset/faa/iArial_22 size65.jpg,faa
dataset/faa/iArial_22 size66.jpg,faa
dataset/faa/iArial_22 size67.jpg,faa
dataset/faa/iArial_22 size68.jpg,faa
dataset/faa/iArial_23 size100.jpg,faa
dataset/faa/iArial_23 size101.jpg,faa
dataset/faa/iArial_23 size61.jpg,faa
dataset/faa/iArial_23 size62.jpg,faa
dataset/faa/iArial_24 size95.jpg,faa
dataset/faa/iArial_24 size96.jpg,faa
dataset/faa/iArial_24 size97.jpg,faa
dataset/faa/iArial_24 size98.jpg,faa
dataset/faa/iArial_25 size85.jpg,faa
dataset/faa/iArial_25 size86.jpg,faa
dataset/faa/iArial_25 size87.jpg,faa
dataset/faa/iArial_25 size88.jpg,faa
dataset/faa/iArial_26 size77.jpg,faa
dataset/faa/iArial_26 size78.jpg,faa
dataset/faa/iArial_26 size79.jpg,faa
dataset/faa/iArial_26 size80.jpg,faa
dataset/faa/iArial_27 size70.jpg,faa
dataset/faa/iArial_27 size71.jpg,faa
dataset/faa/iArial_27 size72.jpg,faa
dataset/faa/iArial_27 size73.jpg,faa
dataset/faa/iArial_28 size65.jpg,faa
dataset/faa/iArial_28 size66.jpg,faa
dataset/faa/iArial_28 size67.jpg,faa
dataset/faa/iArial_28 size98.jpg,faa
dataset/faa/iArial_29 size64.jpg,faa
dataset/faa/iArial_29 size65.jpg,faa
dataset/faa/iArial_29 size95.jpg,faa
dataset/faa/iArial_29 size96.jpg,faa
dataset/faa/iArial_30 size88.jpg,faa
dataset/faa/iArial_30 size89.jpg,faa
dataset/faa/iArial_30 size90.jpg,faa
dataset/faa/iArial_30 size91.jpg,faa
dataset/faa/iArial_31 size80.jpg,faa
dataset/faa/iArial_31 size81.jpg,faa
dataset/faa/iArial_31 size82.jpg,faa
dataset/faa/iArial_31 size83.jpg,faa
dataset/faa/iArial_32 size79.jpg,faa
dataset/faa/iArial_32 size80.jpg,faa
dataset/faa/iArial_32 size81.jpg,faa
dataset/faa/iArial_32 size82.jpg,faa
dataset/faa/iArial_33 size63.jpg,faa
dataset/faa/iArial_33 size64.jpg,faa
dataset/faa/iArial_33 size65.jpg,faa
dataset/faa/iArial_33 size66.jpg,faa
dataset/faa/iArial_34 size62.jpg,faa
dataset/faa/iArial_34 size63.jpg,faa
dataset/faa/iArial_34 size64.jpg,faa
dataset/faa/iArial_34 size89.jpg,faa
dataset/faa/iArial_35 size66.jpg,faa
dataset/faa/iArial_35 size90.jpg,faa
dataset/faa/iArial_35 size91.jpg,faa
dataset/faa/iArial_35 size92.jpg,faa
dataset/faa/iArial_36 size74.jpg,faa
dataset/faa/iArial_36 size75.jpg,faa
dataset/faa/iArial_36 size76.jpg,faa
dataset/faa/iArial_36 size77.jpg,faa
dataset/faa/iArial_37 size72.jpg,faa
dataset/faa/iArial_37 size73.jpg,faa
dataset/faa/iArial_37 size74.jpg,faa
dataset/faa/iArial_37 size75.jpg,faa
dataset/faa/iArial_38 size71.jpg,faa
dataset/faa/iArial_38 size72.jpg,faa
dataset/faa/iArial_38 size73.jpg,faa
dataset/faa/iArial_38 size74.jpg,faa
dataset/faa/iArial_39 size67.jpg,faa
dataset/faa/iArial_39 size68.jpg,faa
dataset/faa/iArial_39 size69.jpg,faa
dataset/faa/iArial_39 size70.jpg,faa
dataset/faa/iArial_40 size68.jpg,faa
dataset/faa/iArial_40 size88.jpg,faa
dataset/faa/iArial_40 size89.jpg,faa
dataset/faa/iArial_40 size90.jpg,faa
dataset/faa/iCalibri_12 size60.jpg,faa
dataset/faa/iCalibri_12 size61.jpg,faa
dataset/faa/iCalibri_12 size62.jpg,faa
dataset/faa/iCalibri_12 size63.jpg,faa
dataset/faa/iCalibri_13 size49.jpg,faa
dataset/faa/iCalibri_13 size51.jpg,faa
dataset/faa/iCalibri_14 size113.jpg,faa
dataset/faa/iCalibri_14 size114.jpg,faa
dataset/faa/iCalibri_14 size115.jpg,faa
dataset/faa/iCalibri_14 size116.jpg,faa
dataset/faa/iCalibri_15 size100.jpg,faa
dataset/faa/iCalibri_15 size101.jpg,faa
dataset/faa/iCalibri_15 size102.jpg,faa
dataset/faa/iCalibri_15 size103.jpg,faa
dataset/faa/iCalibri_16 size91.jpg,faa
dataset/faa/iCalibri_16 size92.jpg,faa
dataset/faa/iCalibri_16 size93.jpg,faa
dataset/faa/iCalibri_16 size94.jpg,faa
dataset/faa/iCalibri_17 size78.jpg,faa
dataset/faa/iCalibri_17 size79.jpg,faa
dataset/faa/iCalibri_17 size80.jpg,faa
dataset/faa/iCalibri_17 size81.jpg,faa
dataset/faa/iCalibri_18 size69.jpg,faa
dataset/faa/iCalibri_18 size70.jpg,faa
dataset/faa/iCalibri_18 size71.jpg,faa
dataset/faa/iCalibri_18 size72.jpg,faa
dataset/faa/iCalibri_19 size61.jpg,faa
dataset/faa/iCalibri_19 size62.jpg,faa
dataset/faa/iCalibri_19 size63.jpg,faa
dataset/faa/iCalibri_19 size64.jpg,faa
dataset/faa/iCalibri_20 size110.jpg,faa
dataset/faa/iCalibri_20 size56.jpg,faa
dataset/faa/iCalibri_20 size57.jpg,faa
dataset/faa/iCalibri_20 size58.jpg,faa
dataset/faa/iCalibri_21 size100.jpg,faa
dataset/faa/iCalibri_21 size101.jpg,faa
dataset/faa/iCalibri_21 size102.jpg,faa
dataset/faa/iCalibri_21 size99.jpg,faa
dataset/faa/iCalibri_22 size91.jpg,faa
dataset/faa/iCalibri_22 size92.jpg,faa
dataset/faa/iCalibri_22 size93.jpg,faa
dataset/faa/iCalibri_22 size94.jpg,faa
dataset/faa/iCalibri_23 size84.jpg,faa
dataset/faa/iCalibri_23 size85.jpg,faa
dataset/faa/iCalibri_23 size86.jpg,faa
dataset/faa/iCalibri_23 size87.jpg,faa
dataset/faa/iCalibri_24 size78.jpg,faa
dataset/faa/iCalibri_24 size79.jpg,faa
dataset/faa/iCalibri_24 size80.jpg,faa
dataset/faa/iCalibri_24 size81.jpg,faa
dataset/faa/iCalibri_25 size70.jpg,faa
dataset/faa/iCalibri_25 size71.jpg,faa
dataset/faa/iCalibri_25 size72.jpg,faa
dataset/faa/iCalibri_25 size73.jpg,faa
dataset/faa/iCalibri_26 size62.jpg,faa
dataset/faa/iCalibri_26 size63.jpg,faa
dataset/faa/iCalibri_26 size64.jpg,faa
dataset/faa/iCalibri_26 size65.jpg,faa
dataset/faa/iCalibri_27 size100.jpg,faa
dataset/faa/iCalibri_27 size101.jpg,faa
dataset/faa/iCalibri_27 size61.jpg,faa
dataset/faa/iCalibri_27 size62.jpg,faa
dataset/faa/iCalibri_28 size95.jpg,faa
dataset/faa/iCalibri_28 size96.jpg,faa
dataset/faa/iCalibri_28 size97.jpg,faa
dataset/faa/iCalibri_28 size98.jpg,faa
dataset/faa/iCalibri_29 size86.jpg,faa
dataset/faa/iCalibri_29 size87.jpg,faa
dataset/faa/iCalibri_29 size88.jpg,faa
dataset/faa/iCalibri_29 size89.jpg,faa
dataset/faa/iCalibri_30 size81.jpg,faa
dataset/faa/iCalibri_30 size82.jpg,faa
dataset/faa/iCalibri_30 size83.jpg,faa
dataset/faa/iCalibri_30 size84.jpg,faa
dataset/faa/iCalibri_31 size74.jpg,faa
dataset/faa/iCalibri_31 size75.jpg,faa
dataset/faa/iCalibri_31 size76.jpg,faa
dataset/faa/iCalibri_31 size77.jpg,faa
dataset/faa/iCalibri_32 size69.jpg,faa
dataset/faa/iCalibri_32 size70.jpg,faa
dataset/faa/iCalibri_32 size71.jpg,faa
dataset/faa/iCalibri_32 size72.jpg,faa
dataset/faa/iCalibri_33 size65.jpg,faa
dataset/faa/iCalibri_33 size66.jpg,faa
dataset/faa/iCalibri_33 size67.jpg,faa
dataset/faa/iCalibri_33 size98.jpg,faa
dataset/faa/iCalibri_34 size64.jpg,faa
dataset/faa/iCalibri_34 size65.jpg,faa
dataset/faa/iCalibri_34 size95.jpg,faa
dataset/faa/iCalibri_34 size96.jpg,faa
dataset/faa/iCalibri_35 size84.jpg,faa
dataset/faa/iCalibri_35 size85.jpg,faa
dataset/faa/iCalibri_35 size86.jpg,faa
dataset/faa/iCalibri_35 size87.jpg,faa
dataset/faa/iCalibri_36 size80.jpg,faa
dataset/faa/iCalibri_36 size81.jpg,faa
dataset/faa/iCalibri_36 size82.jpg,faa
dataset/faa/iCalibri_36 size83.jpg,faa
dataset/faa/iCalibri_37 size77.jpg,faa
dataset/faa/iCalibri_37 size78.jpg,faa
dataset/faa/iCalibri_37 size79.jpg,faa
dataset/faa/iCalibri_37 size80.jpg,faa
dataset/faa/iCalibri_38 size75.jpg,faa
dataset/faa/iCalibri_38 size76.jpg,faa
dataset/faa/iCalibri_38 size77.jpg,faa
dataset/faa/iCalibri_38 size78.jpg,faa
dataset/faa/iCalibri_39 size70.jpg,faa
dataset/faa/iCalibri_39 size71.jpg,faa
dataset/faa/iCalibri_39 size72.jpg,faa
dataset/faa/iCalibri_39 size73.jpg,faa
dataset/faa/iCalibri_40 size66.jpg,faa
dataset/faa/iCalibri_40 size67.jpg,faa
dataset/faa/iCalibri_40 size93.jpg,faa
dataset/faa/iCalibri_40 size94.jpg,faa
dataset/faa/z101iAndalus_22 size.jpg,faa
dataset/faa/z102iAndalus_16 size.jpg,faa
dataset/faa/z102Typesetting_33 size.jpg,faa
dataset/faa/z103iAndalus_16 size.jpg,faa
dataset/faa/z103iAndalus_22 size.jpg,faa
dataset/faa/z103Typesetting_18 size.jpg,faa
dataset/faa/z104iAndalus_22 size.jpg,faa
dataset/faa/z104Typesetting_18 size.jpg,faa
dataset/faa/z104Unicode_15 size.jpg,faa
dataset/faa/z105Typesetting_18 size.jpg,faa
dataset/faa/z105Typesetting_25 size.jpg,faa
dataset/faa/z105Typesetting_26 size.jpg,faa
dataset/faa/z105Unicode_15 size.jpg,faa
dataset/faa/z106Typesetting_18 size.jpg,faa
dataset/faa/z106Typesetting_25 size.jpg,faa
dataset/faa/z106Typesetting_26 size.jpg,faa
dataset/faa/z106Unicode_15 size.jpg,faa
dataset/faa/z107Typesetting_25 size.jpg,faa
dataset/faa/z107Typesetting_26 size.jpg,faa
dataset/faa/z109iAndalus_21 size.jpg,faa
dataset/faa/z114Typesetting_17 size.jpg,faa
dataset/faa/z115Typesetting_17 size.jpg,faa
dataset/faa/z116iAndalus_15 size.jpg,faa
dataset/faa/z116Typesetting_17 size.jpg,faa
dataset/faa/z117iAndalus_15 size.jpg,faa
dataset/faa/z117Typesetting_17 size.jpg,faa
dataset/faa/z45iAndalus_14 size.jpg,faa
dataset/faa/z46iAndalus_14 size.jpg,faa
dataset/faa/z47iAndalus_14 size.jpg,faa
dataset/faa/z47Typesetting_16 size.jpg,faa
dataset/faa/z48iAndalus_14 size.jpg,faa
dataset/faa/z49Typesetting_16 size.jpg,faa
dataset/faa/z50Typesetting_16 size.jpg,faa
dataset/faa/z53Typesetting_15 size.jpg,faa
dataset/faa/z54Typesetting_15 size.jpg,faa
dataset/faa/z55Typesetting_15 size.jpg,faa
dataset/faa/z55Typesetting_25 size.jpg,faa
dataset/faa/z55Typesetting_26 size.jpg,faa
dataset/faa/z56iAndalus_21 size.jpg,faa
dataset/faa/z56Typesetting_15 size.jpg,faa
dataset/faa/z56Unicode_15 size.jpg,faa
dataset/faa/z57iAndalus_21 size.jpg,faa
dataset/faa/z58iAndalus_21 size.jpg,faa
dataset/faa/z58Typesetting_24 size.jpg,faa
dataset/faa/z59Typesetting_24 size.jpg,faa
dataset/faa/z60iAndalus_29 size.jpg,faa
dataset/faa/z60Typesetting_24 size.jpg,faa
dataset/faa/z61iAndalus_20 size.jpg,faa
dataset/faa/z61Typesetting_24 size.jpg,faa
dataset/faa/z61Typesetting_33 size.jpg,faa
dataset/faa/z61Unicode_20 size.jpg,faa
dataset/faa/z62iAndalus_28 size.jpg,faa
dataset/faa/z62Typesetting_32 size.jpg,faa
dataset/faa/z62Typesetting_33 size.jpg,faa
dataset/faa/z63iAndalus_28 size.jpg,faa
dataset/faa/z63iAndalus_36 size.jpg,faa
dataset/faa/z63Typesetting_32 size.jpg,faa
dataset/faa/z63Typesetting_33 size.jpg,faa
dataset/faa/z64iAndalus_20 size.jpg,faa
dataset/faa/z64iAndalus_28 size.jpg,faa
dataset/faa/z64iAndalus_35 size.jpg,faa
dataset/faa/z64Typesetting_23 size.jpg,faa
dataset/faa/z64Typesetting_32 size.jpg,faa
dataset/faa/z65iAndalus_20 size.jpg,faa
dataset/faa/z65iAndalus_27 size.jpg,faa
dataset/faa/z65iAndalus_28 size.jpg,faa
dataset/faa/z65iAndalus_35 size.jpg,faa
dataset/faa/z65Typesetting_23 size.jpg,faa
dataset/faa/z65Typesetting_32 size.jpg,faa
dataset/faa/z65Typesetting_40 size.jpg,faa
dataset/faa/z66iAndalus_20 size.jpg,faa
dataset/faa/z66iAndalus_27 size.jpg,faa
dataset/faa/z66iAndalus_35 size.jpg,faa
dataset/faa/z66Typesetting_23 size.jpg,faa
dataset/faa/z66Typesetting_40 size.jpg,faa
dataset/faa/z66Unicode_19 size.jpg,faa
dataset/faa/z67iAndalus_20 size.jpg,faa
dataset/faa/z67iAndalus_27 size.jpg,faa
dataset/faa/z67Typesetting_22 size.jpg,faa
dataset/faa/z67Typesetting_23 size.jpg,faa
dataset/faa/z67Typesetting_31 size.jpg,faa
dataset/faa/z67Typesetting_39 size.jpg,faa
dataset/faa/z67Typesetting_40 size.jpg,faa
dataset/faa/z67Unicode_19 size.jpg,faa
dataset/faa/z68iAndalus_27 size.jpg,faa
dataset/faa/z68Typesetting_22 size.jpg,faa
dataset/faa/z68Typesetting_31 size.jpg,faa
dataset/faa/z68Typesetting_39 size.jpg,faa
dataset/faa/z68Unicode_19 size.jpg,faa
dataset/faa/z68Unicode_24 size.jpg,faa
dataset/faa/z69iAndalus_19 size.jpg,faa
dataset/faa/z69Typesetting_22 size.jpg,faa
dataset/faa/z69Typesetting_31 size.jpg,faa
dataset/faa/z69Typesetting_39 size.jpg,faa
dataset/faa/z69Unicode_19 size.jpg,faa
dataset/faa/z69Unicode_24 size.jpg,faa
dataset/faa/z69Unicode_25 size.jpg,faa
